"Week","SeasonType","StartDate","Completed","HomeId","HomeTeam","HomeClassification","HomeConference","HomePoints","AwayId","AwayTeam","AwayClassification","AwayConference","AwayPoints"
"13","regular","2025-11-22T05:00:00.000Z","false","251","Texas","fbs","SEC","","8","Arkansas","fbs","SEC",""
"13","regular","2025-11-22T05:00:00.000Z","false","238","Vanderbilt","fbs","SEC","","96","Kentucky","fbs","SEC",""
"13","regular","2025-11-22T05:00:00.000Z","false","77","Northwestern","fbs","Big Ten","","135","Minnesota","fbs","Big Ten",""
"13","regular","2025-11-22T05:00:00.000Z","false","2567","SMU","fbs","ACC","","97","Louisville","fbs","ACC",""
"13","regular","2025-11-22T05:00:00.000Z","false","259","Virginia Tech","fbs","ACC","","2390","Miami","fbs","ACC",""
"13","regular","2025-11-22T05:00:00.000Z","false","2649","Toledo","fbs","Mid-American","","2050","Ball State","fbs","Mid-American",""
"13","regular","2025-11-22T05:00:00.000Z","false","275","Wisconsin","fbs","Big Ten","","356","Illinois","fbs","Big Ten",""
"13","regular","2025-11-22T05:00:00.000Z","false","120","Maryland","fbs","Big Ten","","130","Michigan","fbs","Big Ten",""
"13","regular","2025-11-22T05:00:00.000Z","false","57","Florida","fbs","SEC","","2633","Tennessee","fbs","SEC",""
"13","regular","2025-11-22T05:00:00.000Z","false","66","Iowa State","fbs","Big 12","","2305","Kansas","fbs","Big 12",""
"13","regular","2025-11-22T05:00:00.000Z","false","2636","UTSA","fbs","American Athletic","","151","East Carolina","fbs","American Athletic",""
"13","regular","2025-11-22T05:00:00.000Z","false","38","Colorado","fbs","Big 12","","9","Arizona State","fbs","Big 12",""
"13","regular","2025-11-22T05:00:00.000Z","false","2132","Cincinnati","fbs","Big 12","","252","BYU","fbs","Big 12",""
"13","regular","2025-11-22T05:00:00.000Z","false","12","Arizona","fbs","Big 12","","239","Baylor","fbs","Big 12",""
"13","regular","2025-11-22T05:00:00.000Z","false","154","Wake Forest","fbs","ACC","","48","Delaware","fbs","Conference USA",""
"13","regular","2025-11-22T05:00:00.000Z","false","228","Clemson","fbs","ACC","","231","Furman","fcs","Southern",""
"13","regular","2025-11-22T05:00:00.000Z","false","2504","Prairie View A&M","fcs","SWAC","","2400","Mississippi Valley State","fcs","SWAC",""
"13","regular","2025-11-22T05:00:00.000Z","false","59","Georgia Tech","fbs","ACC","","221","Pittsburgh","fbs","ACC",""
"13","regular","2025-11-22T05:00:00.000Z","false","2458","Northern Colorado","fcs","Big Sky","","2502","Portland State","fcs","Big Sky",""
"13","regular","2025-11-22T05:00:00.000Z","false","2483","Oregon","fbs","Big Ten","","30","USC","fbs","Big Ten",""
"13","regular","2025-11-22T05:00:00.000Z","false","2026","App State","fbs","Sun Belt","","276","Marshall","fbs","Sun Belt",""
"13","regular","2025-11-22T05:00:00.000Z","false","99","LSU","fbs","SEC","","98","Western Kentucky","fbs","Conference USA",""
"13","regular","2025-11-22T05:00:00.000Z","false","2341","Long Island University","fcs","NEC","","2681","Wagner","fcs","NEC",""
"13","regular","2025-11-22T05:00:00.000Z","false","2115","Central Connecticut","fcs","NEC","","2385","Mercyhurst","fcs","NEC",""
"13","regular","2025-11-22T05:00:00.000Z","false","172","Cornell","fcs","Ivy","","171","Columbia","fcs","Ivy",""
"13","regular","2025-11-22T05:00:00.000Z","false","5","UAB","fbs","American Athletic","","58","South Florida","fbs","American Athletic",""
"13","regular","2025-11-22T05:00:00.000Z","false","213","Penn State","fbs","Big Ten","","158","Nebraska","fbs","Big Ten",""
"13","regular","2025-11-22T05:00:00.000Z","false","2294","Iowa","fbs","Big Ten","","127","Michigan State","fbs","Big Ten",""
"13","regular","2025-11-22T05:00:00.000Z","false","194","Ohio State","fbs","Big Ten","","164","Rutgers","fbs","Big Ten",""
"13","regular","2025-11-22T17:00:00.000Z","false","2619","Stony Brook","fcs","CAA","","2803","Bryant","fcs","CAA",""
"13","regular","2025-11-22T17:00:00.000Z","false","2771","Merrimack","fcs","FCS Independents","","2230","Fordham","fcs","Patriot",""
"13","regular","2025-11-22T17:00:00.000Z","false","43","Yale","fcs","Ivy","","108","Harvard","fcs","Ivy",""
"13","regular","2025-11-22T17:00:00.000Z","false","225","Brown","fcs","Ivy","","159","Dartmouth","fcs","Ivy",""
"13","regular","2025-11-22T17:00:00.000Z","false","2405","Monmouth","fcs","CAA","","399","UAlbany","fcs","CAA",""
"13","regular","2025-11-22T17:00:00.000Z","false","2678","VMI","fcs","Southern","","2717","Western Carolina","fcs","Southern",""
"13","regular","2025-11-22T17:00:00.000Z","false","349","Army","fbs","American Athletic","","202","Tulsa","fbs","American Athletic",""
"13","regular","2025-11-22T17:00:00.000Z","false","2415","Morgan State","fcs","MEAC","","2428","North Carolina Central","fcs","MEAC",""
"13","regular","2025-11-22T17:00:00.000Z","false","201","Oklahoma","fbs","SEC","","142","Missouri","fbs","SEC",""
"13","regular","2025-11-22T17:00:00.000Z","false","245","Texas A&M","fbs","SEC","","2535","Samford","fcs","Southern",""
"13","regular","2025-11-22T17:30:00.000Z","false","322","Lafayette","fcs","Patriot","","2329","Lehigh","fcs","Patriot",""
"13","regular","2025-11-22T17:45:00.000Z","false","61","Georgia","fbs","SEC","","2429","Charlotte","fbs","American Athletic",""
"13","regular","2025-11-22T18:00:00.000Z","false","2166","Davidson","fcs","Pioneer","","2168","Dayton","fcs","Pioneer",""
"13","regular","2025-11-22T18:00:00.000Z","false","2506","Presbyterian","fcs","Pioneer","","2368","Marist","fcs","Pioneer",""
"13","regular","2025-11-22T18:00:00.000Z","false","56","Stetson","fcs","Pioneer","","301","San Diego","fcs","Pioneer",""
"13","regular","2025-11-22T18:00:00.000Z","false","107","Holy Cross","fcs","Patriot","","46","Georgetown","fcs","Patriot",""
"13","regular","2025-11-22T18:00:00.000Z","false","2181","Drake","fcs","Pioneer","","2413","Morehead State","fcs","Pioneer",""
"13","regular","2025-11-22T18:00:00.000Z","false","219","Pennsylvania","fcs","Ivy","","163","Princeton","fcs","Ivy",""
"13","regular","2025-11-22T18:00:00.000Z","false","2193","East Tennessee State","fcs","Southern","","2643","The Citadel","fcs","Southern",""
"13","regular","2025-11-22T18:00:00.000Z","false","2142","Colgate","fcs","Patriot","","2083","Bucknell","fcs","Patriot",""
"13","regular","2025-11-22T18:00:00.000Z","false","284","Stonehill","fcs","NEC","","2598","St. Francis (PA)","fcs","NEC",""
"13","regular","2025-11-22T18:00:00.000Z","false","119","Towson","fcs","CAA","","2097","Campbell","fcs","CAA",""
"13","regular","2025-11-22T18:00:00.000Z","false","227","Rhode Island","fcs","CAA","","2261","Hampton","fcs","CAA",""
"13","regular","2025-11-22T18:00:00.000Z","false","160","New Hampshire","fcs","CAA","","311","Maine","fcs","CAA",""
"13","regular","2025-11-22T18:00:00.000Z","false","2635","Tennessee Tech","fcs","Big South-OVC","","2630","UT Martin","fcs","Big South-OVC",""
"13","regular","2025-11-22T18:00:00.000Z","false","222","Villanova","fcs","CAA","","2529","Sacred Heart","fcs","FCS Independents",""
"13","regular","2025-11-22T18:00:00.000Z","false","2729","William & Mary","fcs","CAA","","257","Richmond","fcs","Patriot",""
"13","regular","2025-11-22T18:00:00.000Z","false","282","Indiana State","fcs","MVFC","","93","Murray State","fcs","MVFC",""
"13","regular","2025-11-22T18:00:00.000Z","false","2086","Butler","fcs","Pioneer","","2674","Valparaiso","fcs","Pioneer",""
"13","regular","2025-11-22T18:00:00.000Z","false","2169","Delaware State","fcs","MEAC","","2569","South Carolina State","fcs","MEAC",""
"13","regular","2025-11-22T18:00:00.000Z","false","2287","Illinois State","fcs","MVFC","","79","Southern Illinois","fcs","MVFC",""
"13","regular","2025-11-22T18:30:00.000Z","false","2747","Wofford","fcs","Southern","","236","Chattanooga","fcs","Southern",""
"13","regular","2025-11-22T18:30:00.000Z","false","2241","Gardner-Webb","fcs","Big South-OVC","","2710","Western Illinois","fcs","Big South-OVC",""
"13","regular","2025-11-22T19:00:00.000Z","false","2210","Elon","fcs","CAA","","2448","North Carolina A&T","fcs","CAA",""
"13","regular","2025-11-22T19:00:00.000Z","false","2523","Robert Morris","fcs","NEC","","2184","Duquesne","fcs","NEC",""
"13","regular","2025-11-22T19:00:00.000Z","false","2127","Charleston Southern","fcs","Big South-OVC","","2634","Tennessee State","fcs","Big South-OVC",""
"13","regular","2025-11-22T19:00:00.000Z","false","2460","Northern Iowa","fcs","MVFC","","2754","Youngstown State","fcs","MVFC",""
"13","regular","2025-11-22T19:00:00.000Z","false","155","North Dakota","fcs","MVFC","","2571","South Dakota State","fcs","MVFC",""
"13","regular","2025-11-22T19:00:00.000Z","false","2","Auburn","fbs","SEC","","2382","Mercer","fcs","Southern",""
"13","regular","2025-11-22T19:00:00.000Z","false","333","Alabama","fbs","SEC","","2197","Eastern Illinois","fcs","Big South-OVC",""
"13","regular","2025-11-22T19:00:00.000Z","false","2546","Southeast Missouri State","fcs","Big South-OVC","","2815","Lindenwood","fcs","Big South-OVC",""
"13","regular","2025-11-22T19:00:00.000Z","false","2751","Wyoming","fbs","Mountain West","","2440","Nevada","fbs","Mountain West",""
"13","regular","2025-11-22T19:00:00.000Z","false","2453","North Alabama","fcs","UAC","","253","Southern Utah","fcs","UAC",""
"13","regular","2025-11-22T19:00:00.000Z","false","149","Montana","fcs","Big Sky","","147","Montana State","fcs","Big Sky",""
"13","regular","2025-11-22T19:00:00.000Z","false","338","Kennesaw State","fbs","Conference USA","","2623","Missouri State","fbs","Conference USA",""
"13","regular","2025-11-22T20:00:00.000Z","false","2638","UTEP","fbs","Conference USA","","166","New Mexico State","fbs","Conference USA",""
"13","regular","2025-11-22T20:00:00.000Z","false","2692","Weber State","fcs","Big Sky","","2464","Northern Arizona","fcs","Big Sky",""
"13","regular","2025-11-22T20:00:00.000Z","false","2348","Louisiana Tech","fbs","Conference USA","","2335","Liberty","fbs","Conference USA",""
"13","regular","2025-11-22T20:00:00.000Z","false","2393","Middle Tennessee","fbs","Conference USA","","2534","Sam Houston","fbs","Conference USA",""
"13","regular","2025-11-22T20:00:00.000Z","false","2011","Alabama State","fcs","SWAC","","2029","Arkansas-Pine Bluff","fcs","SWAC",""
"13","regular","2025-11-22T20:00:00.000Z","false","2640","Texas Southern","fcs","SWAC","","2010","Alabama A&M","fcs","SWAC",""
"13","regular","2025-11-22T20:00:00.000Z","false","2277","Houston Christian","fcs","Southland","","2916","Incarnate Word","fcs","Southland",""
"13","regular","2025-11-22T20:30:00.000Z","false","50","Florida A&M","fcs","SWAC","","2065","Bethune-Cookman","fcs","SWAC",""
"13","regular","2025-11-22T20:30:00.000Z","false","2449","North Dakota State","fcs","MVFC","","2900","St. Thomas (MN)","fcs","Pioneer",""
"13","regular","2025-11-22T20:30:00.000Z","false","2229","Florida International","fbs","Conference USA","","55","Jacksonville State","fbs","Conference USA",""
"13","regular","2025-11-22T20:30:00.000Z","false","2016","Alcorn State","fcs","SWAC","","2296","Jackson State","fcs","SWAC",""
"13","regular","2025-11-22T20:30:00.000Z","false","47","Howard","fcs","MEAC","","2450","Norfolk State","fcs","MEAC",""
"13","regular","2025-11-22T20:30:00.000Z","false","87","Notre Dame","fbs","FBS Independents","","183","Syracuse","fbs","ACC",""
"13","regular","2025-11-22T21:00:00.000Z","false","70","Idaho","fcs","Big Sky","","304","Idaho State","fcs","Big Sky",""
"13","regular","2025-11-22T21:00:00.000Z","false","302","UC Davis","fcs","Big Sky","","16","Sacramento State","fcs","Big Sky",""
"13","regular","2025-11-22T21:00:00.000Z","false","3101","Utah Tech","fcs","UAC","","2198","Eastern Kentucky","fcs","UAC",""
"13","regular","2025-11-22T21:00:00.000Z","false","2320","Lamar","fcs","Southland","","2377","McNeese","fcs","Southland",""
"13","regular","2025-11-22T22:00:00.000Z","false","13","Cal Poly","fcs","Big Sky","","331","Eastern Washington","fcs","Big Sky",""
"13","regular","2025-11-22T22:00:00.000Z","false","2110","Central Arkansas","fcs","UAC","","2000","Abilene Christian","fcs","UAC",""
"13","regular","2025-11-22T22:00:00.000Z","false","2627","Tarleton State","fcs","UAC","","2046","Austin Peay","fcs","UAC",""
"13","regular","2025-11-22T23:00:00.000Z","false","292","UT Rio Grande Valley","fcs","Southland","","2837","East Texas A&M","fcs","Southland",""
"13","regular","2025-11-23T00:00:00.000Z","false","2005","Air Force","fbs","Mountain West","","167","New Mexico","fbs","Mountain West",""
"13","regular","2025-11-23T03:30:00.000Z","false","278","Fresno State","fbs","Mountain West","","328","Utah State","fbs","Mountain West",""
"14","regular","2025-11-25T05:00:00.000Z","false","113","Massachusetts","fbs","Mid-American","","189","Bowling Green","fbs","Mid-American",""
"14","regular","2025-11-25T05:00:00.000Z","false","2199","Eastern Michigan","fbs","Mid-American","","2711","Western Michigan","fbs","Mid-American",""
"14","regular","2025-11-27T20:00:00.000Z","false","2011","Alabama State","fcs","SWAC","","2657","Tuskegee","ii","SIAC",""
"14","regular","2025-11-28T00:30:00.000Z","false","235","Memphis","fbs","American Athletic","","2426","Navy","fbs","American Athletic",""
"14","regular","2025-11-28T05:00:00.000Z","false","36","Colorado State","fbs","Mountain West","","2005","Air Force","fbs","Mountain West",""
"14","regular","2025-11-28T05:00:00.000Z","false","2636","UTSA","fbs","American Athletic","","349","Army","fbs","American Athletic",""
"14","regular","2025-11-28T05:00:00.000Z","false","9","Arizona State","fbs","Big 12","","12","Arizona","fbs","Big 12",""
"14","regular","2025-11-28T17:00:00.000Z","false","344","Mississippi State","fbs","SEC","","145","Ole Miss","fbs","SEC",""
"14","regular","2025-11-28T17:00:00.000Z","false","2459","Northern Illinois","fbs","Mid-American","","2309","Kent State","fbs","Mid-American",""
"14","regular","2025-11-28T17:00:00.000Z","false","2084","Buffalo","fbs","Mid-American","","195","Ohio","fbs","Mid-American",""
"14","regular","2025-11-28T17:00:00.000Z","false","2305","Kansas","fbs","Big 12","","254","Utah","fbs","Big 12",""
"14","regular","2025-11-28T17:00:00.000Z","false","158","Nebraska","fbs","Big Ten","","2294","Iowa","fbs","Big Ten",""
"14","regular","2025-11-28T20:30:00.000Z","false","167","New Mexico","fbs","Mountain West","","21","San Diego State","fbs","Mountain West",""
"14","regular","2025-11-28T20:30:00.000Z","false","59","Georgia Tech","fbs","ACC","","61","Georgia","fbs","SEC",""
"14","regular","2025-11-28T21:00:00.000Z","false","328","Utah State","fbs","Mountain West","","68","Boise State","fbs","Mountain West",""
"14","regular","2025-11-29T00:30:00.000Z","false","2509","Purdue","fbs","Big Ten","","84","Indiana","fbs","Big Ten",""
"14","regular","2025-11-29T00:30:00.000Z","false","251","Texas","fbs","SEC","","245","Texas A&M","fbs","SEC",""
"14","regular","2025-11-29T05:00:00.000Z","false","183","Syracuse","fbs","ACC","","103","Boston College","fbs","ACC",""
"14","regular","2025-11-29T05:00:00.000Z","false","24","Stanford","fbs","ACC","","87","Notre Dame","fbs","FBS Independents",""
"14","regular","2025-11-29T05:00:00.000Z","false","197","Oklahoma State","fbs","Big 12","","66","Iowa State","fbs","Big 12",""
"14","regular","2025-11-29T05:00:00.000Z","false","150","Duke","fbs","ACC","","154","Wake Forest","fbs","ACC",""
"14","regular","2025-11-29T05:00:00.000Z","false","2306","Kansas State","fbs","Big 12","","38","Colorado","fbs","Big 12",""
"14","regular","2025-11-29T05:00:00.000Z","false","252","BYU","fbs","Big 12","","2116","UCF","fbs","Big 12",""
"14","regular","2025-11-29T05:00:00.000Z","false","239","Baylor","fbs","Big 12","","248","Houston","fbs","Big 12",""
"14","regular","2025-11-29T05:00:00.000Z","false","258","Virginia","fbs","ACC","","259","Virginia Tech","fbs","ACC",""
"14","regular","2025-11-29T05:00:00.000Z","false","152","NC State","fbs","ACC","","153","North Carolina","fbs","ACC",""
"14","regular","2025-11-29T05:00:00.000Z","false","2226","Florida Atlantic","fbs","American Athletic","","151","East Carolina","fbs","American Athletic",""
